GM,Ip,BF,VL,St,TA,Gs,Gr
0.000635556,0.00049382,0.000570065,0.000534743,0.000673837,0.000609558,0.000771161,0.00454707
0.00064391,0.000631584,0.000616259,0.000528323,0.000667991,0.000614906,0.000690192,0.00358879
0.000610772,0.00078343,0.000636176,0.000556667,0.000638686,0.000614594,0.00077853,0.0033493
0.00059419,0.000783194,0.00061421,0.000557381,0.000650967,0.000585154,0.000724602,0.00261302
0.000592837,0.000713234,0.000619962,0.000519904,0.00064562,0.000603359,0.000769705,0.00214416
0.000637692,0.000663186,0.000602125,0.000515647,0.00062903,0.000606875,0.000667607,0.00200948
0.000656392,0.000864409,0.000619863,0.000528791,0.000657035,0.000594499,0.000613675,0.00194308
0.000676013,0.000902209,0.000647426,0.000527705,0.000597432,0.00053737,0.000592185,0.00185197
0.000598782,0.000906861,0.000749571,0.00055905,0.000638419,0.000536352,0.000580454,0.00145856
0.000544916,0.00101995,0.000777431,0.000556289,0.000616477,0.000555625,0.000523497,0.00137488
0.000573143,0.00128929,0.000693989,0.000608159,0.00069729,0.000591885,0.000527617,0.00133547
0.00064325,0.00171908,0.000649711,0.000725611,0.000683562,0.000567148,0.000524472,0.00147878
0.000674258,0.00168066,0.000624862,0.000772043,0.000680213,0.000526181,0.000596217,0.00154506
0.000651144,0.0020286,0.000722534,0.000917128,0.00058527,0.000553352,0.000617009,0.00154335
0.000716969,0.00188017,0.000668447,0.00101981,0.000557086,0.000590985,0.000586753,0.00133825
0.000673972,0.00166227,0.000664061,0.000970709,0.000573796,0.000670383,0.000590505,0.00107943
0.000705225,0.00119063,0.000646162,0.000821135,0.000557051,0.000657455,0.000586059,0.000910367
0.000625399,0.00111159,0.000687463,0.000557727,0.000583286,0.000613893,0.000637287,0.000992711
0.000671975,0.00118537,0.000702317,0.000602183,0.000635527,0.000554067,0.000616679,0.00208711
0.000684512,0.00117109,0.00070873,0.000843673,0.000627865,0.000541168,0.000585502,0.00212318
0.000659874,0.000924479,0.00072946,0.000862226,0.000624899,0.000535754,0.000586467,0.00227483
0.000634525,0.00103193,0.000683305,0.000860398,0.000572513,0.000529198,0.000635104,0.00140793
0.000596261,0.00105979,0.000703616,0.000622925,0.000703612,0.000548893,0.00065586,0.00164485
0.000659244,0.00115124,0.000634053,0.000643823,0.000681126,0.000489025,0.000637295,0.00182318
0.000631017,0.00107427,0.000597313,0.000719418,0.000697014,0.00048922,0.000573008,0.00182508
0.000658735,0.000806871,0.000594646,0.000657874,0.000624113,0.000520175,0.000541511,0.00156192
0.00062791,0.000964167,0.000657417,0.000687269,0.000571417,0.000548178,0.000527243,0.00146701
0.00061588,0.000887324,0.000666697,0.000635881,0.000605286,0.000615044,0.000571381,0.00160893
0.000572428,0.000956367,0.000679958,0.00068059,0.000594204,0.000601922,0.000600389,0.00145427
0.000581295,0.000845468,0.000628694,0.000799001,0.000597536,0.000613057,0.000597368,0.00118239
0.000602938,0.00102841,0.000638064,0.000892449,0.000594067,0.000581272,0.000636596,0.00107704
0.00061451,0.0011863,0.000615971,0.00082453,0.000553055,0.000627144,0.000638907,0.00122735
0.000588516,0.00107229,0.000636477,0.000688034,0.000613953,0.000574711,0.000702981,0.00143111
0.000572478,0.000878665,0.000595169,0.000538296,0.000651393,0.000604985,0.000587575,0.00119929
0.000558558,0.0009767,0.000618213,0.000643343,0.000650671,0.000586797,0.00060431,0.001439
0.000565071,0.00121764,0.000609136,0.000743011,0.000656428,0.0005732,0.000559716,0.00141036
0.000610216,0.00132748,0.000674317,0.000805365,0.000569682,0.000570688,0.000628186,0.00155533
0.000588686,0.00110775,0.000745755,0.000723079,0.000612926,0.000563394,0.000607174,0.00180394
0.000653252,0.000993522,0.000723926,0.000783598,0.000599087,0.000577204,0.000646529,0.00165288
0.000674317,0.00084414,0.000742216,0.000874442,0.000655969,0.000598958,0.000616537,0.00160684
0.00065351,0.00105495,0.000651201,0.00102192,0.000628052,0.00057598,0.000624447,0.00134598
0.000582749,0.000877849,0.00063756,0.000876586,0.000690959,0.000592901,0.000664698,0.00134469
0.000519435,0.00128651,0.000621856,0.000868623,0.000681858,0.000591786,0.000642043,0.00217059
0.00049797,0.00120507,0.000595305,0.000701562,0.000619581,0.000579504,0.00058598,0.00216944
0.000530628,0.00125324,0.000594762,0.000673476,0.000647508,0.00055436,0.000536107,0.00213496
0.000577756,0.00115319,0.000578097,0.000866995,0.000693163,0.000568453,0.000546852,0.00162244
0.0005974,0.000696904,0.000635726,0.000758991,0.000698071,0.000554481,0.000674038,0.00116786
0.000569188,0.00063275,0.000687249,0.000882387,0.000680627,0.000565603,0.000728586,0.00169919
0.000541549,0.000540331,0.000630831,0.000680464,0.000701644,0.000544177,0.000671956,0.001904
0.000692733,0.000760511,0.000637075,0.000746898,0.000834944,0.000549055,0.000633603,0.00227762
0.000739792,0.000761724,0.000692157,0.000715526,0.000753721,0.000536074,0.000559006,0.00189537
0.000760553,0.000746937,0.00080829,0.000740944,0.000693577,0.000541895,0.000537775,0.00186362
0.000651399,0.00062524,0.000830011,0.00068989,0.000598609,0.000568999,0.000508521,0.00145965
0.00075154,0.000724922,0.000751933,0.000740613,0.000582132,0.000596997,0.000563559,0.00156892
0.000728753,0.000700579,0.000675531,0.000806261,0.000616352,0.000603859,0.00061287,0.00135057
0.000737529,0.000795347,0.000684708,0.000844272,0.000612297,0.000630579,0.000624331,0.0013353
0.00063225,0.000846809,0.000763439,0.000889396,0.000616097,0.000603314,0.00059137,0.000980975
0.000656205,0.000937084,0.00077016,0.000737001,0.000635232,0.000559644,0.000548018,0.000922107
0.000640774,0.000848514,0.000747412,0.000652261,0.000588797,0.000562392,0.000723846,0.000845554
0.000659568,0.000697833,0.00064683,0.000555661,0.000584956,0.000630071,0.000779992,0.000833883
0.000608947,0.0014504,0.000618792,0.00071842,0.000533879,0.000617186,0.000781143,0.000795493
0.000600108,0.00196431,0.000660087,0.000725225,0.000535793,0.000615789,0.000684124,0.000839158
0.000593523,0.00282748,0.000694218,0.000720337,0.000494105,0.000612928,0.000870405,0.0010436
0.00125963,0.00210222,0.000761439,0.000600702,0.000566961,0.000598497,0.0011829,0.00128648
0.00123218,0.00184757,0.000761313,0.000552527,0.000575874,0.000617392,0.00117947,0.0015475
0.00124983,0.00139123,0.000739242,0.000566509,0.000598969,0.000629095,0.000905084,0.00153763
0.00059332,0.00207552,0.00064219,0.000583745,0.000592548,0.000662997,0.000634107,0.0017498
0.000608251,0.0025389,0.000681987,0.00054961,0.000573577,0.000672556,0.000614147,0.00196107
0.000540729,0.00212691,0.000672632,0.000674719,0.000548884,0.000624351,0.000802306,0.00211072
0.000536092,0.00152687,0.000690383,0.000797438,0.000645492,0.000596,0.000802527,0.00204371
0.000514582,0.000824352,0.000668952,0.000835589,0.000654518,0.000609724,0.000795601,0.00129303
0.000548272,0.000812843,0.000679333,0.000773979,0.000706724,0.000599226,0.000675203,0.00112085
0.000573788,0.000533392,0.000693324,0.000620874,0.000626826,0.000591114,0.000535707,0.000957345
0.000586002,0.000525541,0.000671602,0.000652265,0.000620234,0.000580628,0.000555812,0.0012606
0.000534787,0.000623698,0.00068302,0.000711727,0.000658709,0.00057,0.000534937,0.00181333
0.000522164,0.000624469,0.000677053,0.000666643,0.000647292,0.000594561,0.000764476,0.00215866
0.000495076,0.00100192,0.000672857,0.000572389,0.000676902,0.000566139,0.000863856,0.00203645
0.000477236,0.00136817,0.000673146,0.000471177,0.000549961,0.000594829,0.00087398,0.00177341
0.000500139,0.00144145,0.000705513,0.000473829,0.000577172,0.000597222,0.000734819,0.00140789
0.000516432,0.00200609,0.000681068,0.000488358,0.000542161,0.000589393,0.000590711,0.00121089
0.000551351,0.00164761,0.000614962,0.000494875,0.000529137,0.000625934,0.00061294,0.0010839
0.000532149,0.00158784,0.000574441,0.000480046,0.000548021,0.000618944,0.00060597,0.000935013
0.000564588,0.000791623,0.000593812,0.000533971,0.000554255,0.000639223,0.000543826,0.00103315
0.000593364,0.000855438,0.000627779,0.000539082,0.000534113,0.000615801,0.000549534,0.00110369
0.000640541,0.00138971,0.000678862,0.000557558,0.000575867,0.000584394,0.000491341,0.00121524
0.00162396,0.00148724,0.000658154,0.000543236,0.000569856,0.000592384,0.000831253,0.00118292
0.00496006,0.00173552,0.000648686,0.000512073,0.000606309,0.000656898,0.00183635,0.00167137
0.00779013,0.00171586,0.00063087,0.000516845,0.000654882,0.00118087,0.00459488,0.00280009
0.0110149,0.00200837,0.000682655,0.000525397,0.000654015,0.00199906,0.00794952,0.00476851
0.0115459,0.00197718,0.000656232,0.000528487,0.000717133,0.00322769,0.00797966,0.00508065
0.0108301,0.00161246,0.000686722,0.000540966,0.000695633,0.00361686,0.00934588,0.00695209
0.0133039,0.00152479,0.000736566,0.000555353,0.000705721,0.00406689,0.00950031,0.00796815
0.0135933,0.00143716,0.000762416,0.000574663,0.000694497,0.00413465,0.00869591,0.00767814
0.0119846,0.00136622,0.000768359,0.000562048,0.000693324,0.00401542,0.00830519,0.00741953
0.0103625,0.00121362,0.000781878,0.000551262,0.000693696,0.0038719,0.0091488,0.00786435
0.00990931,0.00120626,0.000802078,0.000550302,0.000682562,0.00376971,0.00924991,0.0084973
0.00889419,0.00114201,0.000840109,0.000545187,0.000634099,0.00355616,0.00908926,0.00852069
0.00863189,0.00113828,0.000820195,0.000559355,0.000616436,0.00361757,0.00967359,0.00872642
0.00891444,0.00112498,0.000854099,0.000574148,0.000616717,0.00392838,0.00863173,0.00812556
0.00930822,0.0012402,0.000821806,0.000569774,0.00063394,0.0047097,0.00885074,0.00917932
0.00778309,0.00133762,0.000806643,0.000535892,0.000596437,0.0048328,0.00899173,0.00910127
0.00482213,0.00137554,0.000715326,0.000544687,0.000631441,0.00445259,0.00727593,0.0074517
0.00459444,0.00137547,0.000708403,0.000570884,0.00064137,0.00460445,0.00638331,0.00669711
0.00521673,0.00141418,0.000704388,0.000569336,0.000602908,0.00476051,0.0059006,0.00638815
0.00562145,0.00140516,0.000676105,0.000556569,0.000601698,0.00505587,0.00492185,0.00612869
0.00572445,0.00127717,0.000668889,0.000588879,0.000608153,0.00501026,0.00445586,0.00539992
0.00599086,0.00164648,0.00064909,0.000615927,0.000638552,0.0050928,0.00432951,0.00503933
0.00621996,0.0017498,0.000672767,0.000619641,0.000641973,0.00549916,0.0032908,0.0048324
0.00602045,0.00169594,0.000664657,0.000631815,0.00062455,0.00566713,0.00251354,0.00418978
0.00555845,0.00148215,0.000682624,0.000630261,0.000600575,0.00500226,0.00148701,0.00220144
0.00554378,0.00134718,0.000683506,0.000653145,0.000590486,0.00468157,0.00103503,0.00195115
0.00569787,0.00122189,0.000699983,0.000656108,0.000552848,0.00428407,0.000916074,0.00177349
0.00543308,0.001322,0.000687112,0.000630296,0.000543661,0.00379306,0.000891835,0.00170737
0.00465294,0.00134466,0.000706498,0.000620837,0.000571936,0.00392043,0.000788879,0.0017114
0.00503058,0.00135783,0.000719037,0.000632892,0.000560591,0.00449204,0.000720023,0.00154257
0.00538328,0.001378,0.000739674,0.000601532,0.00056792,0.0047007,0.000663201,0.00121066
0.006521,0.0010039,0.000755241,0.000595116,0.00055881,0.00453526,0.000627795,0.00122558
0.00596252,0.000913049,0.000752784,0.000590529,0.000564298,0.00378407,0.000593666,0.00110806
0.00609476,0.00109419,0.00073704,0.000568562,0.000547584,0.00300922,0.0005692,0.00105911
0.00624212,0.00118228,0.000753422,0.000568092,0.000555305,0.00275092,0.000566393,0.00100767
0.00626925,0.00124299,0.000763843,0.000548645,0.000579339,0.00276209,0.000558306,0.000988849
0.00596898,0.00128729,0.000803128,0.000516681,0.000578873,0.00283569,0.00054454,0.000932986
0.00575294,0.00135217,0.00091347,0.000524423,0.000601239,0.00277806,0.000579734,0.00090747
0.00638982,0.00145654,0.00112093,0.000573478,0.000630291,0.00256137,0.000702115,0.000990075
0.00615924,0.00159569,0.00120067,0.00060295,0.000626762,0.00178709,0.000735384,0.000985889
0.00575374,0.00167088,0.00129544,0.000599663,0.000616362,0.00142624,0.000799624,0.00100692
0.00426867,0.00183558,0.00130121,0.000595512,0.000592343,0.0014665,0.000835797,0.00103325
0.00307162,0.00186574,0.00128442,0.000596324,0.000598692,0.0018745,0.000838156,0.00126901
0.00247492,0.00185589,0.00137395,0.000602716,0.000607332,0.00210347,0.000822175,0.00146088
0.00278833,0.00228904,0.00134139,0.000610101,0.000639952,0.0021499,0.000818988,0.00181418
0.00399869,0.0026761,0.00142398,0.000809911,0.000761594,0.00220309,0.00105551,0.00211958
0.00411348,0.00282805,0.00141575,0.000820938,0.000783014,0.00211471,0.00110423,0.00235112
0.00418554,0.00268226,0.00130649,0.000807133,0.0007646,0.00208333,0.00107911,0.00249679
0.00439638,0.00267015,0.00111924,0.000754486,0.000734947,0.0020032,0.000966475,0.00247317
0.00461237,0.00283688,0.00103426,0.000733172,0.000715302,0.00197734,0.000949472,0.0024832
0.00480685,0.00324259,0.000943278,0.000738827,0.000681783,0.00191613,0.000898813,0.00249204
0.0050117,0.00322725,0.000911524,0.000770084,0.000675218,0.001915,0.000875554,0.00250223
0.00511867,0.00325665,0.00091303,0.000825963,0.000695969,0.00146326,0.000886651,0.0023693
0.00494026,0.00311523,0.000841043,0.000820749,0.00070102,0.00128993,0.000893907,0.0022157
0.00435446,0.00270063,0.000830587,0.000820707,0.000653915,0.00126466,0.000910263,0.00192579
0.00308731,0.00260536,0.000746027,0.000640012,0.000548895,0.00151702,0.0006615,0.00163771
0.00304057,0.00257218,0.000720424,0.000699129,0.00054591,0.00164804,0.000632505,0.00149604
0.00332015,0.00280199,0.000704426,0.000746429,0.00052946,0.00164698,0.000617087,0.00133017
0.00378381,0.00301159,0.000661759,0.000737307,0.000526944,0.00161894,0.000593917,0.0012063
0.0033508,0.00291358,0.000645698,0.000716059,0.000537575,0.00148409,0.000609635,0.00111735
0.0030764,0.00256765,0.000618848,0.000744464,0.000576626,0.00137572,0.000599076,0.00115079
0.00286181,0.00284447,0.000670672,0.000770617,0.000608339,0.00133997,0.000594402,0.00124264
0.00279082,0.00293202,0.000726786,0.000704846,0.000595821,0.00168368,0.000573992,0.00118635
0.00302199,0.00304064,0.000707122,0.000705801,0.000593537,0.00166475,0.00056461,0.00113918
0.00337494,0.00307922,0.000722194,0.000728117,0.000628736,0.00168447,0.000560735,0.0011161
0.00344339,0.00304678,0.000742186,0.00073454,0.000591992,0.00134829,0.00058637,0.0011676
0.00333697,0.00333897,0.000746687,0.000737565,0.000572377,0.00125778,0.000556563,0.00108066
0.00293458,0.00333788,0.000731453,0.00077423,0.000577596,0.0012484,0.000549432,0.00107492
0.00160093,0.00326776,0.000744217,0.000819739,0.000557856,0.00126044,0.000601572,0.00111334
0.00126182,0.00345254,0.000750469,0.0008332,0.000558207,0.00127541,0.00059251,0.00115019
0.00131107,0.00354626,0.000731915,0.000851441,0.000543537,0.00128599,0.000608227,0.00110001
0.00136059,0.00318477,0.000684397,0.000802238,0.00051293,0.00117786,0.000598774,0.000988921
0.00145707,0.00301155,0.000611282,0.000816417,0.000501521,0.000829878,0.000609772,0.000916696
0.0012417,0.00300784,0.000613632,0.000855391,0.000520349,0.000772846,0.000625202,0.000907464
0.00188334,0.00295519,0.000652649,0.000960815,0.000502526,0.00067926,0.000629667,0.000890975
0.00215303,0.00317561,0.000636941,0.00104254,0.000512746,0.000792183,0.000612211,0.000903731
0.00215802,0.00297331,0.000636899,0.000981002,0.000500696,0.000851144,0.000617699,0.000980153
0.00268099,0.00276759,0.000675307,0.000893906,0.000528353,0.000861191,0.000596119,0.000964104
0.00403326,0.00282776,0.000677866,0.000857859,0.000552671,0.000936496,0.00058472,0.00102263
0.00417361,0.00282562,0.000698444,0.000886657,0.000576815,0.000932788,0.000580305,0.00106572
0.00425111,0.00314094,0.000744654,0.000861527,0.000570046,0.00103099,0.000599457,0.00121924
0.00439425,0.00344427,0.000771937,0.00086449,0.000576225,0.0013581,0.000615522,0.00168373
0.00428938,0.00374598,0.000799907,0.000966455,0.000590097,0.00141401,0.000615975,0.00198655
0.00425469,0.00443096,0.000816319,0.000993046,0.000564403,0.0013986,0.000588762,0.00226435
0.0032777,0.00509856,0.000767533,0.00102413,0.000558807,0.00139134,0.000614014,0.00225835
0.00298205,0.00465958,0.000768714,0.000941955,0.000551447,0.00126259,0.000624914,0.00218688
0.00298502,0.0044263,0.000756513,0.000944267,0.000594082,0.00116714,0.000633549,0.0022113
0.00250815,0.00456123,0.000748491,0.00099211,0.00059956,0.00115818,0.00064479,0.00224357
0.00122898,0.00436907,0.000742563,0.00106873,0.000591739,0.00109411,0.000665142,0.00220861
0.00109548,0.00443945,0.000730559,0.00104353,0.000569086,0.00107182,0.000693382,0.00225484
0.000990405,0.00385582,0.000716371,0.00104172,0.000577756,0.000953245,0.000674973,0.00224962
0.00080713,0.00383356,0.000716677,0.00106015,0.000601068,0.000631427,0.000710064,0.00186524
0.000805796,0.00360471,0.000734433,0.000960708,0.000585809,0.000582532,0.000687872,0.00175682
0.000797368,0.00291311,0.000703391,0.000865629,0.000579634,0.000643277,0.000696675,0.00150035
0.000797381,0.00230716,0.000686338,0.000694656,0.000587531,0.000717389,0.000669465,0.00160781
0.000789645,0.00234034,0.000645418,0.000676161,0.000624046,0.00081377,0.000664439,0.00166789
0.000783233,0.00257469,0.000639726,0.000695754,0.000588443,0.00111699,0.000669092,0.00172062
0.000726355,0.00246333,0.000626926,0.000680816,0.000555517,0.00129268,0.00067091,0.00173252
0.000655082,0.00232382,0.000637993,0.000628464,0.000569564,0.00129719,0.000637326,0.00173146
0.000614891,0.00188031,0.000618323,0.000615451,0.000589127,0.00134575,0.000612258,0.00159567
0.00062669,0.00200882,0.000604689,0.000607341,0.000588024,0.0014622,0.000630548,0.00145274
0.000602211,0.00167412,0.000594584,0.00056703,0.000575971,0.00145963,0.000588563,0.00140263
0.000584932,0.00161291,0.000565991,0.000550148,0.0005712,0.00142672,0.000608198,0.00121256
0.000564621,0.00153973,0.000586294,0.00072409,0.000590228,0.00151591,0.000602012,0.00114405
0.000572245,0.00169307,0.00060299,0.000786233,0.000591275,0.00158681,0.000582248,0.00102353
0.000547291,0.00160027,0.000620943,0.000913238,0.00056869,0.00149991,0.00059076,0.000993413
0.000584656,0.00136991,0.000639428,0.000859323,0.000588327,0.00104544,0.000641168,0.000859503
0.000593881,0.00109019,0.000630123,0.000846473,0.000573159,0.000930722,0.000676257,0.000864171
0.000580986,0.000767138,0.000664039,0.000608196,0.000594091,0.000620245,0.00065976,0.000962144
0.000599561,0.000730307,0.000688028,0.000519511,0.000539871,0.000668884,0.000621823,0.000999655
0.000551585,0.000838975,0.000719364,0.000501136,0.000589943,0.000627006,0.000559415,0.00118082
0.000539698,0.000810602,0.000722165,0.000551517,0.000565348,0.000696054,0.000603146,0.00179935
0.000585327,0.000767097,0.000657637,0.000548678,0.000607751,0.000633839,0.000687616,0.00279633
0.000562934,0.000870064,0.000604604,0.000600565,0.000564184,0.000657582,0.000713329,0.00308322
0.000615837,0.00113431,0.000659741,0.000574328,0.000568402,0.000590561,0.000693055,0.00269247
0.000610832,0.00112576,0.000709124,0.000580663,0.000504766,0.000590288,0.000632271,0.00194374
0.000604227,0.00101746,0.000697471,0.000580041,0.000525859,0.000557527,0.000622779,0.00202514
0.000566076,0.000856184,0.000637651,0.000637591,0.000528268,0.000571114,0.000587815,0.0018759
0.000529874,0.000818513,0.000595808,0.000650371,0.000533087,0.000551744,0.000572047,0.00192355
0.00055972,0.000907218,0.000571704,0.000578695,0.00054923,0.00058712,0.000583707,0.00210401
0.000575429,0.0009645,0.000619769,0.000523326,0.000564295,0.000622174,0.000655618,0.00241835
0.000634204,0.000999501,0.000637988,0.000506261,0.000606375,0.000551935,0.000656652,0.00272919
0.000614388,0.000944074,0.000597484,0.000496814,0.000558254,0.000554701,0.000666403,0.00310932
0.000572198,0.000851514,0.000630757,0.000505686,0.000536142,0.000542271,0.00068335,0.00334432
0.000576944,0.000756938,0.000647519,0.000518041,0.000517727,0.000626994,0.000662628,0.00393447
0.000563527,0.000692301,0.000714558,0.000522224,0.000503065,0.000685616,0.000711525,0.00438211
0.000570583,0.00091639,0.000715661,0.000515909,0.000517533,0.000679436,0.000772266,0.00428441
0.000535593,0.000906293,0.00075534,0.000544497,0.00051666,0.000639457,0.000866588,0.00333789
0.000589289,0.00122314,0.000745636,0.000589485,0.000543637,0.000638804,0.000817515,0.00263974
0.000549451,0.00119101,0.000728832,0.000623246,0.000587947,0.000584431,0.000736755,0.00240639
0.000532851,0.00114997,0.000735899,0.00057387,0.000598818,0.000563816,0.000586848,0.00220882
0.000536294,0.00111947,0.000708615,0.000554455,0.000575368,0.000522843,0.000550015,0.00188014
0.000599157,0.00126949,0.00063616,0.000710868,0.00051946,0.000561128,0.000550007,0.00128365
0.000612941,0.00131845,0.000682913,0.000879275,0.000570606,0.000622378,0.000602295,0.000944411
0.00061258,0.00136261,0.000679229,0.000956583,0.000610186,0.000662831,0.000701998,0.00103836
0.000557989,0.00131589,0.000781591,0.0010239,0.000678457,0.000663831,0.000703782,0.000946579
0.00052633,0.00108982,0.000732005,0.000758986,0.000686684,0.000602144,0.000715914,0.000965434
0.000518647,0.00108951,0.000688743,0.000737735,0.000687039,0.000564919,0.000616921,0.00134617
0.000529383,0.000913156,0.000612362,0.000609668,0.000631782,0.00054609,0.000569307,0.00176978
0.000567892,0.000973856,0.000606265,0.000603306,0.000620033,0.000546509,0.000527956,0.00206186
0.000548281,0.0010024,0.00057015,0.000643526,0.000608544,0.000557304,0.00055375,0.00202505
0.000541233,0.00105498,0.00059745,0.000658343,0.000645911,0.000590563,0.000521508,0.00164907
0.000518552,0.000993524,0.000588135,0.00070706,0.000569912,0.000608623,0.000569048,0.00168998
0.00055838,0.000980754,0.000569404,0.000590664,0.000566958,0.000632422,0.000606463,0.00159182
0.000534727,0.00093622,0.000619414,0.000611599,0.000634886,0.000603864,0.000625815,0.00186475
0.000614786,0.00113868,0.000654414,0.000537708,0.00066335,0.000595417,0.000629954,0.00212277
0.000593078,0.00121117,0.000707696,0.000492425,0.000649548,0.000564788,0.000713296,0.00249674
0.000601783,0.00104078,0.000643632,0.000526886,0.000568984,0.000535164,0.000658183,0.00327443
0.000587156,0.000833482,0.000660204,0.000605046,0.00056278,0.000584749,0.000657659,0.00295282
0.000648333,0.00102629,0.000641618,0.000710792,0.000535728,0.000637373,0.000538716,0.00274263
0.000668855,0.00133791,0.000638324,0.000688751,0.000624394,0.000678678,0.000551849,0.0021522
0.000743333,0.00138573,0.000652991,0.000764012,0.000633615,0.00062843,0.000533368,0.00186948
0.000670572,0.0012822,0.000657808,0.000709267,0.000694773,0.000614682,0.000579576,0.00128058
0.000610613,0.000847419,0.000679755,0.000708198,0.000625047,0.000565992,0.00057519,0.00130703
0.000612637,0.000990769,0.000729715,0.000681221,0.000641964,0.000585713,0.000672459,0.00129106
0.000599427,0.00117394,0.000674768,0.000610741,0.000628705,0.000558818,0.000680715,0.00141304
0.000612457,0.00155945,0.000627881,0.000626084,0.0005965,0.000585032,0.000606272,0.00129533
0.000562774,0.00154081,0.000582958,0.000687715,0.000649251,0.000573909,0.00056342,0.00140403
0.000501034,0.00114143,0.00063779,0.00066498,0.000572426,0.00057446,0.00051085,0.00124332
0.00058458,0.001109,0.000712879,0.000761556,0.000577661,0.000572755,0.000535661,0.00126927
0.000604315,0.000984527,0.000738048,0.000732958,0.000547023,0.000577353,0.000553716,0.0013878
0.000746239,0.00145768,0.000765279,0.000747152,0.000601351,0.000549768,0.000606486,0.00140405
0.000635136,0.00108189,0.000674891,0.000676851,0.000611587,0.000566952,0.00068225,0.00179457
0.000653003,0.00127127,0.000646333,0.000638858,0.000626926,0.000593731,0.000908182,0.00188803
0.000583131,0.00104267,0.000626584,0.00059012,0.000647308,0.000583941,0.000919822,0.00169255
0.000584726,0.000945339,0.000581123,0.00059027,0.000658782,0.000618997,0.00116241,0.00161388
0.00059086,0.000788504,0.000579804,0.000491241,0.000637113,0.00060319,0.00106712,0.00124527
0.000618559,0.000567877,0.00061026,0.000565756,0.000590547,0.000589608,0.000961734,0.00128595
0.000614153,0.00059638,0.00068194,0.000608734,0.000796733,0.000606247,0.000726986,0.00124792
0.000602916,0.000587906,0.000706557,0.000602527,0.000801935,0.000570612,0.000590817,0.00128711
0.000661325,0.000668148,0.000674519,0.000609667,0.000953304,0.000538723,0.000582033,0.00171976
0.000676266,0.000656021,0.000615035,0.000586266,0.000863539,0.000523761,0.000535829,0.00206094
0.000846981,0.000658364,0.000975311,0.000696571,0.000834307,0.000511333,0.000552417,0.00314638
0.00076305,0.00065144,0.000995209,0.000693388,0.00101698,0.000543406,0.000781844,0.00304689
0.000800081,0.000583703,0.00104943,0.000791678,0.00119887,0.000557119,0.000995487,0.00295953
0.000708588,0.000621339,0.000761105,0.000818922,0.00127124,0.000642839,0.00098094,0.00178062
0.000708432,0.000564903,0.00117799,0.000752007,0.001169,0.000650013,0.000768742,0.00133677
0.000686386,0.000558858,0.00113329,0.00066047,0.00136368,0.000687171,0.000790205,0.001358
0.000814731,0.000523619,0.00149464,0.00061043,0.00124107,0.000675734,0.000853211,0.00145141
0.00091697,0.000553885,0.00118683,0.000787734,0.00118392,0.000684507,0.000880569,0.00166611
0.00102749,0.000585996,0.00172845,0.000837486,0.0010399,0.000711145,0.00071302,0.00165996
0.000922314,0.000644462,0.00135829,0.00101332,0.000944251,0.000700111,0.000685797,0.0015323
0.000751688,0.000774601,0.00134114,0.000846806,0.000984963,0.000644721,0.000712322,0.00127114
0.000580734,0.000800237,0.000803654,0.000832669,0.000659706,0.000701142,0.00071324,0.0011554
0.000675232,0.000792247,0.00166098,0.000855393,0.000649882,0.000672226,0.000658672,0.00114004
0.000722575,0.000844972,0.00161434,0.000811738,0.00060409,0.00063253,0.000638489,0.00112286
0.000744801,0.00144635,0.0016009,0.000756899,0.000541113,0.000603565,0.000828855,0.00118498
0.000632208,0.00223756,0.000669606,0.000521044,0.000693932,0.000567073,0.000937976,0.0012493
0.000582635,0.002451,0.000636431,0.000530775,0.000742673,0.000603204,0.000909718,0.00126119
0.000571764,0.00188763,0.000671527,0.000720657,0.000791624,0.000683421,0.000720117,0.00122988
0.000602813,0.00108648,0.000653605,0.000676297,0.000758595,0.000642439,0.000531378,0.00111014
0.000591722,0.000804831,0.000708262,0.000691005,0.000627702,0.00062295,0.000856084,0.00119702
0.000552766,0.00104543,0.000652557,0.000514994,0.000549425,0.000605059,0.000971929,0.00119828
0.000520535,0.00110025,0.000725856,0.000590738,0.00060639,0.000681634,0.000974028,0.00123524
0.000513476,0.00109967,0.00145069,0.000645511,0.000745389,0.000694336,0.000746573,0.00103272
0.000520791,0.000686191,0.00144224,0.000666206,0.000774832,0.000614999,0.000586115,0.00109809
0.000517922,0.000885955,0.00144248,0.000615625,0.000737956,0.000562503,0.00057051,0.00157108
0.000540534,0.00104244,0.000758147,0.000562014,0.000571046,0.00049976,0.000675954,0.00226633
0.000573093,0.00143706,0.000729636,0.000623285,0.000599243,0.000540494,0.000756658,0.00245286
0.00123749,0.00151045,0.000707094,0.000544532,0.000557524,0.000588595,0.00142006,0.00269195
0.00297243,0.00167019,0.000683734,0.000535358,0.00064155,0.000635144,0.00206127,0.00254329
0.00438453,0.00134978,0.000668419,0.000512366,0.000665518,0.000594013,0.00300924,0.00357879
0.00426754,0.00130176,0.000656604,0.00053821,0.000698025,0.000547378,0.00411567,0.00483499
0.00301628,0.00151626,0.000631098,0.000575608,0.000787197,0.000663761,0.00471135,0.00445093
0.00270216,0.00132542,0.000562477,0.000589163,0.000776518,0.000973513,0.00617426,0.00514578
0.00308149,0.00145709,0.000568998,0.000607607,0.000780006,0.00144814,0.0053312,0.00436602
